INTL_20160728_000026	Дает Token привилегии для всех персонажей на сервере на 60 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - Возможность использовать Личный торг 60 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 1회 추가입장	INTL_20160426_000019	Дает Token привилегии для всех персонажей на сервере на 60 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl}(Складывается с EXP Tome эффектом){nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - Возможность использовать Личный торг 60 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +20% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능	
INTL_20160728_000027	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장	INTL_20160426_000020	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - Возможность использовать Личный торг 30 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장	
INTL_20160728_000028	Дает Token привилегии для всех персонажей на сервере на 7 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl}  - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장				
INTL_20161107_000029	Щелкните правой кнопкой мыши, чтобы получить следующие предметы:{nl} - 150x Highly Enriched HP Potion {nl} -  150x Highly Enriched SP Potion {nl}- 20x Honey Dumpling {nl}- 20x Settlement Support Potion{nl}- 10x Instance Clear Voucher {img star_mark 20 20}{nl}- 20x Soul Crystal{nl} - 30x Warp Scroll {nl}- 10x Enchant Scroll{nl} - 1x Skill Reset Potion{nl}- 1x Stat Reset Potion	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 150개{nl} - 고농축 SP포션 150개{nl} - 대왕꿀송편 20개{nl}- 정착지원 포션 20개{nl}- 인스턴스 던전 소탕권 [★] 10개{nl}- 소울 크리스탈 20개{nl}- 워프주문서 30개{nl}- 마부스크롤 10개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개				
INTL_20161114_000030	Рынок продажи серебра задержка платежа: 24 часа.	마켓 판매 실버대금 딜레이 24시간.				
INTL_20161114_000031	Продажа серебра задержка оплаты с Token: 1 час.	토큰전용 판매실버대금 1시간.				
INTL_20161114_000032	Продажа серебра задержка оплаты с Token: 24 часа.	토큰전용 판매실버대금 24시간.	INTL_20161114_000031	Продажа серебра задержка оплаты с Token: 1 час.	토큰전용 판매실버대금 1시간.	
INTL_20161121_000033	Щелкните правой кнопкой мыши, чтобы получить следующие предметы:{nl} - 100x Highly Condensed HP Potion {nl} -  100x Highly Condensed SP Potion {nl}- 10x Honey Dumpling {nl}- 10x Settlement Support Potion{nl}- 5x Instanced Clear Voucher {img star_mark 20 20}{nl} - 1x Skill Reset Potion{nl}- 1x Stat Reset Potion	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 고농축 HP포션 100개{nl} - 고농축 SP포션 100개{nl} - 대왕꿀송편 10개{nl}- 정착지원 포션 10개{nl}- 인스턴스 던전 소탕권 [★] 5개{nl}- 스킬 초기화 포션 1개{nl}- 스탯 초기화 포션 1개				
INTL_20161214_000034	Пользователей Token не касается.	토큰 사용자는 상/하안가에 영향을 받지 않는다.				
INTL_20161214_000035	Будет ли Token продаваться после продажи на Рынке? (1: для продажи, 0: не для продажи)	토큰은 마켓에서 거래한 이후에도 계속 거래 가능하게 할 것인가?(1:거래가능, 0:거래불가)				
INTL_20170510_000036	Щелкните правой кнопкой мыши, чтобы получить следующие предметы:{nl} - Token: 7 дней [Event]{nl} - Enchant Scroll (14 Days) x10{nl} - Emote Plus: Popolion{nl}- Simple Costume Box{nl}- Imperial Fan (30 дней){nl} - Red Beret{nl} - Light Salmon Dye{nl} - Crimson Contact Lenses{nl} - Lv2 Settlement Support Potion x10{nl} -Keista Restoration Potion Lv2 x20	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 토큰:7일[증정용]{nl} - 마법 부여 스크롤(14일) 10개{nl} - 이모티콘 플러스 패키지 : 포포리온{nl}- 심플 코스튬 상자{nl}- 파초선(30일){nl} - 붉은 베레모{nl} - 라이트 살몬 염색약{nl} - 크림슨 렌즈{nl} - 정착 지원 포션 Lv2 10개{nl} - 케이스타스 회복포션Lv2 20개				
INTL_20170605_000037	Корона, созданная от имени безымянной королевы.{nl} Можно обменять на медали в Магазине Обмена.	이름없는 여왕을 위해서 제작된 왕관입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000038	Инструмент, изготовленный из длинного эластичного материала, если приложить усилие, производит ток при вращении.{nl} Можно обменять на медали в Магазине Обмена.	축을 중심으로 돌려서 길다란 고탄성 소재를 감은뒤 그것이 돌아가는 힘을 이용해 동력을 만들어내는 장치입니다.{nl}리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000039	Инструмент, используется для быстрой выпечки хлеба.{nl} Можно обменять на медали в Магазине Обмена.	쉽게 빠르게 빵을 굽는 도구입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170605_000040	Самый продвинутый способ передачи информации.{nl} Можно обменять на медали в Магазине Обмена.	정보를 전달하는 이 세계의 최신 기술입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170703_000041	Да, поворот головы примерно на 270 градусов возможен!{nl}Можно обменять на медали в Магазине Обмена.	고개를 약 270도 까지 돌리는 것이 가능합니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170703_000042	Маленькая фигурка, вырезанная Dievdirbys.{nl}Можно обменять на медали в Магазине Обмена.	딥디르비가 만든 착용 가능한 세계수 조각 머리 장식입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170728_000043	СПАРТААААА!!!{nl}Можно обменять на медали в Магазине Обмена.	스파르타!!!!!{nl} 리사이클샵에서 메달로 교환 가능합니다.				
INTL_20170925_000044	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}[Token привелегии]{nl} - Возможность мгновенно изучать атрибуты{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использоать премиум жесты {nl} - Увеличено максимальное количество баффов{nl} - Возможность использовать Личный торг 30 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000025	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - Возможность использовать Личный торг 30 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 개인 거래 횟수 30회{nl} - 미션,던전 1회 추가입장	
INTL_20170925_000045	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}[Token привелегии]{nl} - Возможность мгновенно изучать атрибуты{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использоать премиум жесты{nl} - Увеличено максимальное количество баффов{nl} - Возможность использовать Личный торг 30 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000027	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장	
INTL_20170925_000046	Дает Token привилегии для всех персонажей на сервере на 60 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}[Token привелегии]{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl}(Сумируется с EXP Tome){nl} - Возможность использоать премиум жесты{nl} - Увеличено максимальное количество баффов{nl} - Возможность использовать Личный торг 60 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160426_000021	Дает Token привилегии для всех персонажей на сервере на 60 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl} - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl}(Складывается с EXP Tome эффектом){nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - Возможность использовать Личный торг 60 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 60일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 개인 거래 60회 가능{nl} - 미션,던전 추가 1회 추가입장	
INTL_20170925_000047	Applies Token benefits to all your characters in the server for 7 days. Щелкните правой кнопкой мыши, чтобы использовать.{nl}[Token привелегии]{nl} - Возможность мгновенно изучать атрибуты{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использоать премиум жесты{nl} - Увеличено максимальное количество баффов{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	INTL_20160728_000028	Дает Token привилегии для всех персонажей на сервере на 7 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}Token привелегии:{nl}  - Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использовать Премиум Жесты{nl} - Увеличивает максимальное кол-во положительных эффектов. {nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 7일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 최대 버프 적용 개수 증가{nl} - 미션,던전 1회 추가입장	
INTL_20171013_000048	Special Transformation Scroll	특별한 변신 스크롤				
INTL_20171013_000049	Свиток, который позволяет трансформировать.	변신하는 스크롤입니다.				
INTL_20171013_000050	Используйте для выбора оружия 315 ур.	315제 무기 장비를 선택할 수 있습니다.				
INTL_20171023_000051	Щелкните правой кнопкой мыши, чтобы получить следующие предметы:{nl}- Puppy Balloon x1{nl}- Diamond Anvil x1{nl}- Golden Anvil x3{nl}- Silver Anvil x3{nl}- Enhancement Coupon: 100,000 Серебра x10{nl}- Attribute Points: 1,000 x1{nl}- Highly Condensed HP Potion x20{nl}- Highly Condensed SP Potion x20{nl}- Lv2 Settlement Support Potion x10{nl}- Goddess Statue x5{nl}- Highly Condensed Movement Speed Potion x5	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 강아지 풍선{nl} - 다이아몬드 모루{nl} - 황금 모루 3개{nl}- 은빛 모루 3개{nl}- 강화 실버 할인 쿠폰 : 10만 실버 10개{nl} - 특성 포인트 1,000{nl} - 고농축 HP포션 20개{nl} - 고농축 SP포션 20개{nl} - 정착 지원 포션 Lv2 10개{nl} - 여신의 조각상 5개{nl} - 고농축 이동속도 증가 포션 5개				
INTL_20171103_000052	Cursed Doll Cube	생존 보상 큐브				
INTL_20171205_000053	- Возможность мгновенно изучать атрибуты{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - 1 дополнительный вход для Миссий и Подз	 - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 캐릭터 이동속도 +3{nl} - 미션,던전 1회 추가입장{nl} - 프리미엄 제스쳐 사용 가능{nl}	INTL_20160323_000004	- Возможность выучить 2 атрибута одновременно{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 5 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - Возможность использовать Личный тор	- 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 5개{nl} - 캐릭터 이동속도 +3{nl} - 미션,던전 1회 추가입장{nl} - 최대 버프 적용 개수 증가{nl} - 프리미엄 제스쳐 사용 가능{nl}	
INTL_20171205_000054	Дает Token привилегии для всех персонажей на сервере на 30 дней. См. оставшееся время в разделе Информация о персонаже.{nl}[Token привелегии]{nl} - Возможность мгновенно изучать атрибуты{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - Возможность регистрации товаров на рынке за пределами мин./макс. цен{nl} - Возможность забрать серебро с аукцион мгновенно{nl} - +30% EXP за убийство монстров{nl}(Сумируется с EXP Tome){nl} - Возможность использоать премиум жесты {nl} Дополнительная награда +1 с Saalus миссии{nl} - Возможность использовать Личный торг 30 раз{nl} - Скидка 2 Stone для Raid Dungeon	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여 시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 특성 즉시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 이용 가능{nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 살러스 수녀원 미션 완료 보상 +1{nl} - 레이드 던전 입장 아이템 소모 개수 -2	INTL_20170925_000044	Дает Token привилегии для всех персонажей на сервере на 30 дней. Щелкните правой кнопкой мыши, чтобы использовать.{nl}[Token привелегии]{nl} - Возможность мгновенно изучать атрибуты{nl} - Уменьшение комиссии на аукционе с (30% {img white_right_arrow 16 16} 10%){nl} - Возможность выставить до 10 предметов на аукционе{nl} - +3 к Скорости Передвижения{nl} - +30% EXP за убийство монстров{nl} - Возможность использоать премиум жесты {nl} - Увеличено максимальное количество баффов{nl} - Возможность использовать Личный торг 30 раз{nl} - 1 дополнительный вход для Миссий и Подземелий	마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다.{nl}[토큰 효과]{nl} - 특성 스킬 2개 동시 수련 가능{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 9개{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +30% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 30회 가능{nl} - 미션,던전 1회 추가입장{nl} - 살러스 수녀원 미션 완료 보상 +1	
INTL_20171222_000055	Monster Card Album Box	몬스터 카드첩 상자				
INTL_20171222_000056	Щелкните правой кнопкой мыши, чтобы получить следующие предметы:{nl} - Monster Card Album: Red x1{nl} - Monster Card Album: Blue x1{nl} - Monster Card Album: Green x1{nl} - Monster Card Album: Purple x1	마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 몬스터 카드첩 : 레드 x1{nl} - 몬스터 카드첩 : 블루 x1{nl} - 몬스터 카드첩 : 그린 x1{nl} - 몬스터 카드첩 : 퍼플 x1				
INTL_20180102_000057	Title - 2018 Happy New Year	칭호 - 2018 Happy New Year				
INTL_20180102_000058	Ключ, полученный участниками события 2018 Happy New Year Wishes Greetings.{nl}Похоже он может открыть Gold Bars.	2018 Happy New Year Wishes Greetings 수상자에게 지급되는 열쇠입니다.{nl}금괴를 열 수 있을 것 같습니다.				
INTL_20180108_000059	Ключ, полученный участниками события 2018 Happy New Year Wishes Greetings.{nl}Похоже, он может открыть что-то вроде хранилища.	2018 Happy New Year Wishes Greetings 수상자에게 지급되는 열쇠입니다.{nl}금고를 열 수 있을 것 같습니다.				
INTL_20180108_000060	Получил один Lucky Key за событие Facebook!{nl}(с 28 Декабря, 2017 по 9 Января, 2018)	Lucky Key는 Facebook 이벤트에서 지급되었습니다.{nl}(2017년 12월 28일 ~ 2018년 1월 9일)				금괴
INTL_20180108_000061	Vault	금고				
INTL_20180115_000062	Титул присвоено победителю события за самый высокий рейтинг: 4 New Classes Edition! фанарт фестиваль.	Rank Update: 4 New Classes Edition! 수상자에게 지급되는 칭호입니다.				
INTL_20180115_000063	Title - New Class Artist	칭호 - New Class Artist				
INTL_20180115_000064	Титул присвоено победителю события за самый высокий рейтинг: 4 New Classes Edition! фанарт фестиваль. Щелкните правой кнопкой мыши, чтобы использовать.	Rank Update: 4 New Classes Edition! 수상자에게 지급되는 칭호입니다. 마우스 오른쪽 클릭으로 사용합니다.				
INTL_20180122_000065	Goro Box	고로 상자				
INTL_20180123_000066	Hunter's Buff - 1	가문의 영광 1단계				
INTL_20180123_000067	+20% EXP за охоту на монстров	몬스터 처치 시 획득 경험치 +20%				
INTL_20180123_000068	Hunter's Buff - 2	가문의 영광 2단계				
